,h_id,t_id,entity_sim_score,norm_entity_sim_score
388,388,388,4114.5146,0.475022
389,389,389,4516.845,0.54818404
390,390,390,3576.752,0.37723222
391,391,391,4306.212,0.50988126
392,392,392,3267.305,0.32096067
393,393,393,3461.0996,0.35620138
394,394,394,3962.6409,0.44740444
395,395,395,4145.8027,0.48071158
396,396,396,3900.2031,0.4360504
397,397,397,4227.8555,0.4956325
398,398,398,5003.4277,0.6366669
399,399,399,3079.8257,0.28686842
400,400,400,3931.4207,0.4417272
401,401,401,4411.449,0.5290182
402,402,402,4153.0312,0.48202607
403,403,403,3760.9373,0.41072556
404,404,404,3682.9175,0.39653796
405,405,405,5084.8594,0.6514749
406,406,406,3854.2654,0.42769685
407,407,407,3343.1086,0.33474526
408,408,408,4525.849,0.5498213
409,409,409,3726.3057,0.40442792
410,410,410,2987.7903,0.27013218
411,411,411,4268.2925,0.5029858
412,412,412,3984.743,0.45142362
413,413,413,4497.1914,0.5446101
414,414,414,3775.5142,0.41337624
415,415,415,4327.842,0.51381457
416,416,416,3843.8914,0.4258104
417,417,417,3948.902,0.44490612
418,418,418,4315.9897,0.5116593
419,419,419,3198.858,0.30851388
420,420,420,3739.3772,0.40680495
421,421,421,4899.029,0.6176824
422,422,422,4728.823,0.58673126
423,423,423,4644.676,0.57142943
424,424,424,4062.1152,0.46549338
425,425,425,3753.0183,0.40928552
426,426,426,4538.0454,0.55203915
427,427,427,3735.1426,0.40603486
428,428,428,4244.295,0.49862194
429,429,429,4587.8784,0.5611011
430,430,430,4468.8047,0.5394481
431,431,431,3973.6519,0.4494067
432,432,432,3762.9756,0.41109616
433,433,433,3338.3135,0.33387327
434,434,434,2636.0872,0.20617653
435,435,435,4203.4463,0.4911938
436,436,436,3791.2031,0.41622922
437,437,437,3936.7366,0.4426939
438,438,438,4270.0303,0.5033018
439,439,439,3658.352,0.39207083
440,440,440,3913.431,0.43845585
441,441,441,3307.9912,0.3283593
442,442,442,4052.7344,0.46378753
443,443,443,3628.1143,0.38657224
444,444,444,4140.0723,0.4796695
445,445,445,4699.366,0.58137465
446,446,446,4312.3237,0.5109927
447,447,447,4212.637,0.49286515
448,448,448,4126.0264,0.47711533
449,449,449,3115.627,0.2933787
450,450,450,4186.6777,0.48814452
451,451,451,4284.578,0.5059473
452,452,452,4314.9077,0.51146257
453,453,453,3985.7866,0.45161337
454,454,454,3964.7737,0.4477923
455,455,455,4173.081,0.48567203
456,456,456,4514.9814,0.54784507
457,457,457,3379.555,0.34137285
458,458,458,4356.5703,0.51903874
459,459,459,3752.1377,0.40912536
460,460,460,3902.1096,0.4363971
461,461,461,3364.0396,0.33855143
462,462,462,3895.6128,0.43521565
463,463,463,3692.8652,0.3983469
464,464,464,4494.756,0.54416716
465,465,465,4298.577,0.50849295
466,466,466,3757.1204,0.41003147
467,467,467,3425.1882,0.34967107
468,468,468,4593.8555,0.56218797
469,469,469,4461.506,0.5381208
470,470,470,3798.2295,0.41750693
471,471,471,4686.525,0.5790395
472,472,472,4874.5283,0.61322707
473,473,473,3735.9675,0.4061849
474,474,474,3299.0786,0.3267386
475,475,475,3864.4778,0.42955393
476,476,476,4250.422,0.4997361
477,477,477,4745.0864,0.58968866
478,478,478,3885.5996,0.4333948
479,479,479,4016.1758,0.4571395
480,480,480,4083.4553,0.46937403
481,481,481,4316.8813,0.51182145
482,482,482,3653.7422,0.39123255
483,483,483,4031.8335,0.45998678
484,484,484,3971.7507,0.44906104
485,485,485,4649.072,0.57222885
486,486,486,4225.75,0.49524963
487,487,487,3927.9802,0.44110158
488,488,488,4075.7007,0.46796384
489,489,489,4425.5605,0.5315843
490,490,490,3458.9436,0.35580933
491,491,491,3515.9214,0.36617047
492,492,492,4048.366,0.46299317
493,493,493,4049.6628,0.46322903
494,494,494,3527.8994,0.36834863
495,495,495,3854.848,0.42780277
496,496,496,4593.3096,0.5620887
497,497,497,3891.2603,0.43442416
498,498,498,4508.642,0.5466923
499,499,499,3732.8196,0.40561247
500,500,500,4243.6064,0.49849674
501,501,501,4517.852,0.5483671
502,502,502,3692.911,0.39835525
503,503,503,4180.1963,0.4869659
504,504,504,3933.7131,0.44214407
505,505,505,4245.6045,0.4988601
506,506,506,3806.402,0.41899312
507,507,507,3887.127,0.43367255
508,508,508,3653.7263,0.39122972
509,509,509,4679.4814,0.57775867
510,510,510,3847.5317,0.42647234
511,511,511,3618.2703,0.3847822
512,512,512,3715.2537,0.4024182
513,513,513,4702.935,0.5820236
514,514,514,3771.4102,0.41262996
515,515,515,4051.1797,0.4635048
516,516,516,4050.2139,0.46332917
517,517,517,3662.916,0.39290076
518,518,518,4157.9014,0.48291168
519,519,519,4868.7324,0.61217314
520,520,520,4535.1035,0.5515042
521,521,521,4072.6187,0.46740338
522,522,522,4200.204,0.49060422
523,523,523,3814.793,0.42051893
524,524,524,3716.4983,0.40264452
525,525,525,4287.382,0.5064571
526,526,526,4192.1855,0.48914608
527,527,527,3314.3215,0.32951045
528,528,528,4505.3906,0.54610103
529,529,529,3806.2595,0.41896722
530,530,530,3623.213,0.38568094
531,531,531,4992.3296,0.63464874
532,532,532,4314.528,0.5113935
533,533,533,4571.7803,0.5581737
534,534,534,4828.162,0.60479563
